web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549951869-39","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","shibani s.","Super","10 November 2018","NYC and classy look","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951866-25","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sushmita","Nice one.","26 January 2019","Looks great. The writing is also good.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549951862-20","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sourav","Nice","17 January 2019","Pen quality is really nice according to its price but got it with broken boX","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951858-10","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Saratchandra B.Y.","Black beauty at an affordable price","25 January 2019","Pen looks gorgeous. Exact weight comfortable to hold and write. Available at a very reasonable price. Writes smoothly. Recommended to every pen lover like me.","5.0 out of 5 stars","",""
"1549951878-54","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Nice pen","29 January 2019","Pen looks really nice in black and also writes very smoothly.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951862-18","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mayank","Good Looking","30 December 2018","Good Looking..i bought it to gift someone so cant say abt performance.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951874-50","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","vi","fine point","22 January 2019","very fine knib.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951885-79","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sandeep","Luxury and Elegance Redefined in Black","24 September 2018","One of the most elegant premium pens I have ever used. The full black colour gives a total killer look. The aesthetics and writing experience is even better. Better than overpriced Parker in all respects.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951878-51","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Cuty","Good pen looks nice","31 January 2019","Pen is really nice you can go for it if it's costing you near by 110/-","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951878-55","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","guha venkatesh","Okay","17 January 2019","Okay","3.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951874-48","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Best pen","27 January 2019","Superb pen","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951878-59","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ameya","Good but heavy","29 January 2019","Great pen, very smooth but it's heavy. So beats the purpose of being easy to use","3.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951881-65","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Sexy","4 February 2019","Very smooth and elegant","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951885-74","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","PRIYENUJ PIYUSH","Nice","16 January 2019","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951885-77","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","anuradha","Good pen","9 January 2019","Like","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951869-37","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Looks good, elegant. Writes thin.","29 January 2019","Sleek, stately looks. Thin writing. Inconvenient twist mechanism.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951878-56","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vijayanands","Value for money","19 November 2018","Good","3.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951869-31","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Navjot singh","Five stars","11 November 2018","Quality superb","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951858-4","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Peter","Premium looks married to smooth writing","27 January 2019","Wonderful product with premium feel and smooth twist operation to reveal the tip of the pen. The writing is seamless & comfortable.

One Suggestion: Please reduce the small gap between the ring & bottom part of the pen, sometimes a little silver area inside the pen is revealed in this gap.","4.0 out of 5 stars","",""
"1549951869-35","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Cool looks","12 January 2019","Slightly sharper on the edges initially... good write quality","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951869-40","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","D S Prasad","Nice one","31 January 2019","Nice pen","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951888-84","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kanishk","Awsm for writing","17 January 2019","Loved it's design and packaging and a fabulous case it contains and a red shiny cloth inside that case","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549951878-52","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great built","10 October 2018","Great pen","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951888-85","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","","","","","","null","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549951858-3","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SWAPNIL","Nice product, Good gifting option.","10 December 2018","Quality of  pen is very good, nicely packed in separate carry case by cello. Amazon delivery is fast and packaging also good, delivered in time. I liked color of pen which is black and also it's twist mechanism, writing is very smooth. Good gifting option in Rs. 150.","5.0 out of 5 stars","",""
"1549951866-21","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","PRASUN","Really Good","6 February 2019","Looks like very costly pen. It is good. Writes smoothly as well.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549951874-47","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vishal Mehta","Good product","31 January 2019","Good product but initial launch price was high.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951858-1","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sandip Ranaware","Not bad","10 December 2018","pen is nice but tip point is not fine.","1.0 out of 5 stars","",""
"1549951866-27","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","HST","Product quality is not good.","31 January 2019","Substandard product. Not recommended.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
