web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549952090-100","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jay","Amazing Product in this price!!","19 December 2018","Super speed , rugged feel, red backlit keyboard and blink of n eye startup , overall very good in this price. In fact its much better then laptops priced 30-40K more then it. And to top it I got a super deal from Amazon!!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952109-118","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Amazing product","16 December 2018","Worth it","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952118-129","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amit","Superb machine","10 July 2018","got it today and it is super sexy looking.very fast. excellent screen, very fast machine n overall super strong feeling....gt it fr 75k only wt 6 month of no interest emi option. two issues can be seen now

1) battery looks little weak. wt just regular use it looks like around 3hrs only now..
2) ram of 8gb is really low fr ths machine. without doing anything its already crossing some 60% mark.

overall its looking really special at least the first day","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952085-93","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ajay sujit burh","good product","30 November 2018","this is the good product best value of money in 75k
but the battery life is not good
gaming performance is very good
and thanks for Amazon for safe delivery","3.0 out of 5 stars","",""
"1549952118-128","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anjum Bruno","The Best Laptop under Budget (75k)","27 January 2019","Best thing i liked in this laptop is that they are giving SSD for faster startup and system performance including fast working for softwares. Another best thing is they giving 1050ti while in same budget other companies are giving either 1050 only or they are i5 processor. Don't hesitate to buy this laptop as i also tried acer for first time and it's amazing guys. Undoubtedly GO FIR THIS LAPTOP.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952085-88","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ankit Ahir","Build quality is the best.","2 August 2018","This is a beast battery can be better but if u get it in a sale for like 70-75k it is worth the money.
Don't buy for 94k wait for a sale usually there is a sale on this laptop every week.","5.0 out of 5 stars","",""
"1549952085-90","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Zeeno","value for money.","17 January 2019","prob the best configuration you'll get for 75k. other get it cheaper on sales. don't go for more than 75k as the psycical build is not impressive.

you will not get other product that has core i7 + Nvidia gtx 1050 Ti +120 gb ssd combination for the price of 75k.
(edit- one Asus TUF has better configuration on 75k range at the time of writing this )

so if you're sensitive about price, go for it..

plastic body, doesn't feel sturdy..this the main cons. Also I like to point out display is only 60 hz. that means maximum fps you get is limited to 60.

battery life is meh.. it'll last around 3 hour or so.. but this is irrelevant as gaming laptop are meant to be plugged In to power.

sound is meh, this a laptop not a speaker..

overall good.. yes, fan can be little tiny loud.. but who cares..

go for it.

ah yes you can upgrade your rams and what not without warranty void..","4.0 out of 5 stars","",""
"1549952090-96","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Indranil Saha","No cd dvd drive","6 December 2018","Specifications are excellent for the price. The keyboard however could have been better as the alphabets are not very clearly visible.
One drawback is that there is no cd/ dvd drive.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952109-116","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mahesh swami","Ultimate machine","29 October 2018","Attractive product","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952109-119","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sarvesh","Awesome","14 December 2018","Awesome","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
